Age Group,Annual Income,Education,Occupation,Leisure Travel Frequency,Business Travel Frequency,Preferred Hotel Type,Advance Booking Days,Stay Length (Nights),ADR Budget,Booking Priority,Use Price Comparison,Trust AI,Price Prediction Importance,Desired Features,Platforms Used,Booking Challenges,Booking Device,Subscription Willingness,Use Bundle Feature,Pay More for Sustainability,Refer Platform,Booking Motivation 1,Booking Motivation 2,Delayed Booking for Drop,Additional Features
55+,213352,Master’s Degree,Retired,Rarely,Never,Resort Hotel,1–3 days,1,4000–7000,Balanced,Rarely,Yes,Somewhat Important,"Customer reviews, Real-time price predictions, Targeted discount alerts, Personalized stay duration suggestions",Goibibo,"Limited deals, Poor UI/UX",Travel Agent,₹99,Never,"Yes, definitely",Not Likely,Reviews,Location,No,Loyalty rewards
35–44,11032,High School,Freelancer,2–3 times a year,1–2 times a quarter,City Hotel,Same day,2,7000–10000,Balanced,Never,Yes,Not Important,"Hotel comparison engine, Customer reviews","Agoda, Booking.com, OYO, MakeMyTrip","Limited deals, Booking too late",Travel Agent,₹0,Probably Not,No,Absolutely,Amenities,Brand name,Yes,
35–44,1653777,Bachelor’s Degree,Retired,Once a year,Weekly,No Preference,4–7 days,3–5,2000–4000,Best amenities,Rarely,Maybe,Extremely Important,"Real-time price predictions, Targeted discount alerts, Hotel comparison engine, Customer reviews","Goibibo, MakeMyTrip, Agoda, Airbnb","Prices fluctuate too much, Booking too late, Hidden charges",Desktop Website,₹0,Probably,No,Absolutely,Location,Amenities,Yes,Loyalty rewards
25–34,1380903,High School,Student,Every quarter,1–2 times a quarter,City Hotel,8–14 days,6–10,4000–7000,Best amenities,Always,Yes,Somewhat Important,"Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts, Hotel comparison engine",Others,Prices fluctuate too much,Desktop Website,₹99,Definitely,Only if price difference is small,Absolutely,Amenities,Location,Yes,Loyalty rewards
55+,271324,Other,Business Owner,Rarely,1–2 times a quarter,City Hotel,15+ days,3–5,2000–4000,Best amenities,Never,No,Somewhat Important,"Targeted discount alerts, Customer reviews, Real-time price predictions, Hotel comparison engine","Others, OYO",Hidden charges,Mobile App,Depends on the savings,Probably Not,Only if price difference is small,Not Likely,Location,Location,No,Early check-in
45–54,656189,Master’s Degree,Other,Every quarter,1–2 times a quarter,City Hotel,1–3 days,3–5,7000–10000,Balanced,Always,Yes,Not Important,Personalized stay duration suggestions,"Others, Booking.com","Hidden charges, Booking too late",Travel Agent,₹199,Probably,Only if price difference is small,Not Likely,Reviews,Location,Yes,
18–24,148213,Master’s Degree,Retired,Every quarter,Occasionally,Resort Hotel,Same day,2,<2000,Lowest price,Sometimes,Maybe,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine, Customer reviews, Targeted discount alerts","MakeMyTrip, Booking.com, Goibibo",Hidden charges,Desktop Website,₹99,Definitely,No,Absolutely,Location,Price,No,
18–24,110384,PhD or Higher,Working Professional,Once a year,1–2 times a quarter,City Hotel,Same day,2,4000–7000,Best amenities,Never,Yes,Neutral,Personalized stay duration suggestions,"Goibibo, MakeMyTrip, Agoda, Booking.com",Limited deals,Mobile App,₹199,Never,Only if price difference is small,Maybe,Brand name,Brand name,No,Late check-out
25–34,311747,High School,Freelancer,2–3 times a year,1–2 times a quarter,No Preference,8–14 days,1,4000–7000,Best amenities,Never,No,Somewhat Important,"Customer reviews, Real-time price predictions, Personalized stay duration suggestions",Others,"Poor UI/UX, Prices fluctuate too much",Mobile App,Depends on the savings,Probably,"Yes, definitely",Absolutely,Reviews,Brand name,No,Late check-out
45–54,468919,Bachelor’s Degree,Retired,Once a year,Occasionally,City Hotel,Same day,2,4000–7000,Best amenities,Never,Yes,Neutral,Customer reviews,"Airbnb, Agoda","Prices fluctuate too much, Limited deals, Hidden charges",Mobile App,₹299+,Probably Not,"Yes, definitely",Maybe,Amenities,Brand name,No,Late check-out
55+,60573,High School,Freelancer,Rarely,Occasionally,Resort Hotel,Same day,2,4000–7000,Lowest price,Always,Maybe,Neutral,"Real-time price predictions, Personalized stay duration suggestions, Hotel comparison engine, Customer reviews","Goibibo, Others, OYO, Agoda","Limited deals, Hidden charges",Desktop Website,₹299+,Definitely,No,Maybe,Price,Price,No,Loyalty rewards
18–24,127650,Bachelor’s Degree,Other,Every quarter,Weekly,No Preference,8–14 days,2,7000–10000,Lowest price,Always,Yes,Somewhat Important,"Real-time price predictions, Customer reviews, Personalized stay duration suggestions, Targeted discount alerts","Others, Airbnb, Booking.com, MakeMyTrip","Poor UI/UX, Lack of transparent pricing, Booking too late",Mobile App,Depends on the savings,Unsure,No,Not Likely,Reviews,Brand name,Yes,
35–44,950617,Bachelor’s Degree,Working Professional,Once a year,Monthly,No Preference,15+ days,6–10,7000–10000,Best amenities,Sometimes,Maybe,Not Important,"Customer reviews, Real-time price predictions, Personalized stay duration suggestions",MakeMyTrip,"Limited deals, Poor UI/UX",Travel Agent,₹199,Definitely,"Yes, definitely",Not Likely,Brand name,Location,No,Early check-in
25–34,370529,Bachelor’s Degree,Business Owner,Once a year,Never,No Preference,4–7 days,1,<2000,Lowest price,Rarely,Yes,Somewhat Important,"Personalized stay duration suggestions, Hotel comparison engine, Customer reviews, Real-time price predictions","Booking.com, Goibibo, Others, Airbnb","Booking too late, Lack of transparent pricing",Mobile App,₹99,Probably Not,Only if price difference is small,Maybe,Location,Reviews,No,
55+,983555,Bachelor’s Degree,Business Owner,Once a year,Never,No Preference,4–7 days,3–5,2000–4000,Best amenities,Rarely,Yes,Extremely Important,"Customer reviews, Targeted discount alerts","MakeMyTrip, OYO","Hidden charges, Booking too late, Lack of transparent pricing",Mobile App,Depends on the savings,Probably Not,No,Maybe,Amenities,Amenities,No,
45–54,35033,Bachelor’s Degree,Working Professional,Rarely,1–2 times a quarter,City Hotel,1–3 days,3–5,<2000,Lowest price,Always,No,Extremely Important,"Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts, Customer reviews","Goibibo, Others, Agoda","Prices fluctuate too much, Hidden charges",Desktop Website,Depends on the savings,Unsure,No,Maybe,Amenities,Brand name,Yes,
45–54,392125,Bachelor’s Degree,Freelancer,2–3 times a year,Weekly,Resort Hotel,15+ days,3–5,2000–4000,Balanced,Never,No,Somewhat Important,"Personalized stay duration suggestions, Customer reviews","Agoda, Booking.com, MakeMyTrip",Poor UI/UX,Mobile App,₹299+,Probably Not,No,Not Likely,Brand name,Price,Yes,AI chatbot
25–34,306522,Bachelor’s Degree,Other,Once a year,1–2 times a quarter,No Preference,1–3 days,3–5,4000–7000,Balanced,Rarely,Yes,Neutral,"Targeted discount alerts, Customer reviews","MakeMyTrip, Goibibo, OYO",Prices fluctuate too much,Desktop Website,₹99,Definitely,"Yes, definitely",Absolutely,Brand name,Price,Yes,
25–34,90625,Other,Retired,Rarely,Never,No Preference,4–7 days,2,7000–10000,Lowest price,Rarely,No,Extremely Important,"Targeted discount alerts, Customer reviews, Hotel comparison engine","OYO, Agoda, Airbnb, MakeMyTrip","Booking too late, Prices fluctuate too much",Desktop Website,₹299+,Probably,No,Maybe,Reviews,Brand name,Yes,AI chatbot
25–34,948477,Master’s Degree,Working Professional,Every quarter,Occasionally,Resort Hotel,8–14 days,2,7000–10000,Balanced,Always,Yes,Extremely Important,"Personalized stay duration suggestions, Targeted discount alerts","Goibibo, OYO, Booking.com, Airbnb","Booking too late, Hidden charges",Travel Agent,₹199,Definitely,"Yes, definitely",Not Likely,Price,Reviews,No,
18–24,310223,Other,Student,Monthly or more,Monthly,City Hotel,Same day,3–5,<2000,Balanced,Sometimes,No,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts, Real-time price predictions, Customer reviews","Booking.com, Agoda, Others, OYO",Poor UI/UX,Mobile App,₹199,Probably Not,"Yes, definitely",Absolutely,Price,Brand name,No,
45–54,526303,Bachelor’s Degree,Freelancer,Rarely,Weekly,No Preference,4–7 days,6–10,<2000,Balanced,Always,Maybe,Somewhat Important,"Targeted discount alerts, Customer reviews, Real-time price predictions","Airbnb, OYO, MakeMyTrip, Goibibo","Poor UI/UX, Prices fluctuate too much, Hidden charges",Travel Agent,₹0,Unsure,Only if price difference is small,Not Likely,Location,Price,Yes,Loyalty rewards
45–54,32148,Bachelor’s Degree,Business Owner,Monthly or more,Occasionally,City Hotel,15+ days,2,4000–7000,Best amenities,Always,Yes,Not Important,"Personalized stay duration suggestions, Targeted discount alerts, Hotel comparison engine, Real-time price predictions","Booking.com, Agoda, MakeMyTrip, Goibibo","Poor UI/UX, Prices fluctuate too much",Travel Agent,Depends on the savings,Unsure,Only if price difference is small,Absolutely,Amenities,Amenities,No,
55+,820989,Master’s Degree,Working Professional,Once a year,Monthly,City Hotel,4–7 days,1,4000–7000,Lowest price,Never,No,Somewhat Important,"Customer reviews, Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts",Airbnb,"Prices fluctuate too much, Hidden charges",Mobile App,₹99,Never,Only if price difference is small,Not Likely,Reviews,Reviews,Yes,Late check-out
55+,26677,Bachelor’s Degree,Business Owner,Once a year,Weekly,City Hotel,15+ days,6–10,2000–4000,Lowest price,Always,No,Somewhat Important,"Hotel comparison engine, Customer reviews, Personalized stay duration suggestions","Others, Agoda","Lack of transparent pricing, Booking too late",Mobile App,₹99,Unsure,No,Absolutely,Amenities,Brand name,Yes,Late check-out
35–44,112424,Bachelor’s Degree,Freelancer,Rarely,Weekly,City Hotel,15+ days,2,7000–10000,Lowest price,Never,Yes,Extremely Important,"Targeted discount alerts, Hotel comparison engine, Real-time price predictions, Personalized stay duration suggestions","MakeMyTrip, Agoda, Booking.com, OYO","Booking too late, Poor UI/UX, Limited deals",Desktop Website,₹299+,Unsure,"Yes, definitely",Maybe,Reviews,Amenities,Yes,
35–44,89985,Bachelor’s Degree,Business Owner,Monthly or more,Never,No Preference,15+ days,3–5,7000–10000,Balanced,Sometimes,Maybe,Extremely Important,Targeted discount alerts,"MakeMyTrip, Airbnb, OYO, Agoda",Limited deals,Mobile App,₹299+,Probably Not,No,Not Likely,Brand name,Brand name,No,Late check-out
55+,706835,Bachelor’s Degree,Working Professional,Once a year,Occasionally,No Preference,1–3 days,3–5,2000–4000,Best amenities,Never,Yes,Extremely Important,"Targeted discount alerts, Real-time price predictions","Booking.com, Others",Prices fluctuate too much,Desktop Website,₹99,Probably,"Yes, definitely",Absolutely,Location,Reviews,Yes,AI chatbot
45–54,114631,Bachelor’s Degree,Freelancer,Every quarter,Weekly,City Hotel,8–14 days,2,7000–10000,Lowest price,Sometimes,No,Neutral,"Targeted discount alerts, Customer reviews","OYO, Booking.com",Prices fluctuate too much,Travel Agent,₹299+,Probably,No,Absolutely,Brand name,Price,Yes,Loyalty rewards
25–34,1058392,Bachelor’s Degree,Student,2–3 times a year,Weekly,City Hotel,4–7 days,3–5,2000–4000,Balanced,Sometimes,Maybe,Extremely Important,"Real-time price predictions, Customer reviews",Others,"Lack of transparent pricing, Hidden charges",Travel Agent,₹0,Probably Not,"Yes, definitely",Absolutely,Amenities,Reviews,No,AI chatbot
25–34,136427,Master’s Degree,Working Professional,2–3 times a year,Monthly,Resort Hotel,8–14 days,3–5,4000–7000,Best amenities,Sometimes,Yes,Extremely Important,"Hotel comparison engine, Personalized stay duration suggestions, Customer reviews",MakeMyTrip,"Limited deals, Hidden charges, Lack of transparent pricing",Desktop Website,Depends on the savings,Unsure,Only if price difference is small,Maybe,Location,Location,No,Late check-out
18–24,2099507,High School,Retired,Once a year,Never,Resort Hotel,Same day,2,2000–4000,Best amenities,Always,Maybe,Somewhat Important,"Customer reviews, Real-time price predictions, Hotel comparison engine, Targeted discount alerts","Booking.com, Goibibo, Airbnb, Agoda",Limited deals,Mobile App,₹0,Definitely,Only if price difference is small,Not Likely,Reviews,Brand name,No,
55+,13771,Bachelor’s Degree,Other,Monthly or more,1–2 times a quarter,Resort Hotel,4–7 days,3–5,<2000,Lowest price,Never,Maybe,Not Important,"Personalized stay duration suggestions, Real-time price predictions","Agoda, Goibibo","Lack of transparent pricing, Poor UI/UX",Mobile App,₹199,Probably,No,Absolutely,Reviews,Amenities,No,
35–44,311746,Master’s Degree,Working Professional,Once a year,Never,No Preference,8–14 days,6–10,7000–10000,Lowest price,Rarely,Maybe,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine","Booking.com, Airbnb, Goibibo, OYO","Booking too late, Lack of transparent pricing",Desktop Website,₹99,Probably Not,"Yes, definitely",Maybe,Location,Amenities,No,Loyalty rewards
25–34,386855,Bachelor’s Degree,Freelancer,Monthly or more,1–2 times a quarter,Resort Hotel,8–14 days,3–5,2000–4000,Balanced,Always,Yes,Not Important,"Personalized stay duration suggestions, Hotel comparison engine, Real-time price predictions, Targeted discount alerts","Agoda, Goibibo, Airbnb, OYO","Booking too late, Hidden charges",Travel Agent,₹0,Definitely,Only if price difference is small,Maybe,Brand name,Reviews,No,
35–44,55730,Bachelor’s Degree,Other,Every quarter,Occasionally,No Preference,Same day,1,4000–7000,Lowest price,Sometimes,Yes,Extremely Important,Real-time price predictions,Airbnb,Lack of transparent pricing,Desktop Website,₹0,Unsure,"Yes, definitely",Maybe,Location,Reviews,Yes,
35–44,863275,Master’s Degree,Working Professional,Monthly or more,Occasionally,No Preference,15+ days,3–5,2000–4000,Balanced,Rarely,Maybe,Extremely Important,"Hotel comparison engine, Personalized stay duration suggestions","OYO, MakeMyTrip, Goibibo","Limited deals, Poor UI/UX",Mobile App,₹299+,Probably Not,No,Maybe,Brand name,Reviews,No,AI chatbot
25–34,747188,Bachelor’s Degree,Student,Once a year,Weekly,No Preference,4–7 days,3–5,<2000,Best amenities,Always,Yes,Not Important,"Customer reviews, Real-time price predictions, Targeted discount alerts, Hotel comparison engine","OYO, MakeMyTrip, Airbnb",Poor UI/UX,Mobile App,₹299+,Probably,Only if price difference is small,Maybe,Location,Amenities,No,Early check-in
18–24,113931,High School,Student,Every quarter,Occasionally,No Preference,4–7 days,6–10,<2000,Best amenities,Rarely,Yes,Somewhat Important,Customer reviews,"Airbnb, OYO",Prices fluctuate too much,Desktop Website,₹299+,Definitely,No,Maybe,Brand name,Price,No,
35–44,169233,Bachelor’s Degree,Retired,Rarely,Weekly,Resort Hotel,Same day,3–5,2000–4000,Best amenities,Sometimes,Maybe,Extremely Important,"Real-time price predictions, Hotel comparison engine, Customer reviews, Targeted discount alerts","Booking.com, Airbnb","Booking too late, Prices fluctuate too much",Mobile App,₹199,Definitely,No,Maybe,Price,Amenities,Yes,
35–44,430893,Bachelor’s Degree,Business Owner,2–3 times a year,Never,City Hotel,15+ days,2,4000–7000,Best amenities,Rarely,Yes,Not Important,Customer reviews,"OYO, Others, Booking.com, Goibibo","Hidden charges, Limited deals",Travel Agent,₹0,Probably,"Yes, definitely",Not Likely,Location,Price,No,AI chatbot
45–54,799531,Master’s Degree,Other,Once a year,Occasionally,City Hotel,4–7 days,3–5,2000–4000,Lowest price,Rarely,Maybe,Extremely Important,"Hotel comparison engine, Customer reviews, Real-time price predictions, Personalized stay duration suggestions","Goibibo, MakeMyTrip, Airbnb, Agoda","Hidden charges, Poor UI/UX, Limited deals",Desktop Website,Depends on the savings,Definitely,No,Not Likely,Brand name,Reviews,Yes,
